# MEAN_SAMPLE_SIZE = 4338
# TOTAL_GENES = 18300
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
GOBP_REGULATION_OF_MUSCLE_OR...          SET      42     -0.10832   -0.0051835      0.12732      0.80254 GOBP_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT
GOBP_NEGATIVE_REGULATION_OF_...433       SET      11     -0.27289   -0.0066887      0.25453      0.85816 GOBP_NEGATIVE_REGULATION_OF_MUSCLE_ORGAN_DEVELOPMENT
GOBP_REGULATION_OF_DEVELOPME...1         SET     287     0.059526    0.0073961     0.050169      0.11772 GOBP_REGULATION_OF_DEVELOPMENTAL_GROWTH
GOBP_POSITIVE_REGULATION_OF_...214       SET     152     0.099783    0.0090564     0.066161     0.065763 GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH
GOBP_NEGATIVE_REGULATION_OF_...187       SET      95   -0.0036072  -0.00025924     0.089171      0.51613 GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH
GOBP_REGULATION_OF_SKELETAL_...8         SET      24    -0.062346   -0.0022564      0.16643      0.64602 GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT
GOBP_POSITIVE_REGULATION_OF_...723       SET      18    -0.064916    -0.002035      0.18382      0.63801 GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_DEVELOPMENT
GOBP_MUSCLE_ORGAN_MORPHOGENE...          SET      70      0.13133    0.0081074      0.10792      0.11181 GOBP_MUSCLE_ORGAN_MORPHOGENESIS
GOBP_ANIMAL_ORGAN_FORMATION              SET      59       0.0206    0.0011678      0.12365      0.43384 GOBP_ANIMAL_ORGAN_FORMATION
GOBP_ANATOMICAL_STRUCTURE_FO...          SET    1026    -0.019352   -0.0044521      0.02718      0.76176 GOBP_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS
GOBP_SMOOTH_MUSCLE_CELL_PROL...          SET     124     -0.17298    -0.014191     0.074427      0.98994 GOBP_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...733       SET      79     -0.13703   -0.0089839     0.093124       0.9294 GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_NEGATIVE_REGULATION_OF_...616       SET      41     -0.20641   -0.0097593      0.12913      0.94501 GOBP_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION
GOBP_NEURON_FATE_COMMITMENT              SET      59      0.14619    0.0082876      0.10872     0.089376 GOBP_NEURON_FATE_COMMITMENT
GOBP_NEURON_FATE_DETERMINATI...          SET       8    -0.096779   -0.0020231      0.32797      0.61603 GOBP_NEURON_FATE_DETERMINATION
GOBP_NEURON_FATE_SPECIFICATI...          SET      27      0.15293    0.0058699      0.15949      0.16882 GOBP_NEURON_FATE_SPECIFICATION
GOBP_NEURON_DEVELOPMENT                  SET    1051   -0.0054614   -0.0012707     0.026686      0.58108 GOBP_NEURON_DEVELOPMENT
GOBP_CELL_MORPHOGENESIS_INVO...2         SET     550    -0.017736   -0.0030283     0.036244       0.6877 GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION
GOBP_COLLATERAL_SPROUTING                SET      21      0.41621     0.014091      0.18132     0.010864 GOBP_COLLATERAL_SPROUTING
GOBP_COLLATERAL_SPROUTING_IN...          SET       5      0.12669    0.0020938      0.31214      0.34242 GOBP_COLLATERAL_SPROUTING_IN_ABSENCE_OF_INJURY
GOBP_REGULATION_OF_COLLATERA...          SET      16      0.48236     0.014257       0.2015    0.0083422 GOBP_REGULATION_OF_COLLATERAL_SPROUTING
GOBP_NEGATIVE_REGULATION_OF_...162       SET       6      0.36039    0.0065247      0.36144      0.15937 GOBP_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING
GOBP_POSITIVE_REGULATION_OF_...182       SET      10      0.53735     0.012558      0.24273      0.01343 GOBP_POSITIVE_REGULATION_OF_COLLATERAL_SPROUTING
GOBP_AXON_EXTENSION                      SET     105      0.12769    0.0096448     0.081423     0.058424 GOBP_AXON_EXTENSION
GOBP_RESPONSE_TO_AXON_INJURY             SET      71     -0.13328   -0.0082855     0.095286      0.91904 GOBP_RESPONSE_TO_AXON_INJURY
GOBP_EMBRYONIC_CRANIAL_SKELE...          SET      44     -0.16878   -0.0082661      0.13201      0.89945 GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS
GOBP_EMBRYONIC_NEUROCRANIUM_...          SET       8      -0.5727    -0.011972      0.26996      0.98305 GOBP_EMBRYONIC_NEUROCRANIUM_MORPHOGENESIS
GOBP_EMBRYONIC_VISCEROCRANIU...          SET      10     -0.26039   -0.0060854      0.26946      0.83305 GOBP_EMBRYONIC_VISCEROCRANIUM_MORPHOGENESIS
GOBP_EMBRYONIC_SKELETAL_SYST...2         SET      89    -0.023271    -0.001619      0.10185      0.59037 GOBP_EMBRYONIC_SKELETAL_SYSTEM_MORPHOGENESIS
GOBP_SKELETAL_SYSTEM_MORPHOG...          SET     211    -0.038683   -0.0041298     0.061368      0.73576 GOBP_SKELETAL_SYSTEM_MORPHOGENESIS
GOBP_EMBRYONIC_SKELETAL_SYST...1         SET     116   -0.0064344  -0.00051068     0.089872      0.52854 GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT
GOBP_ASTROCYTE_DIFFERENTIATI...          SET      68    -0.040002    -0.002434     0.099949       0.6555 GOBP_ASTROCYTE_DIFFERENTIATION
GOBP_OLIGODENDROCYTE_DIFFERE...          SET      90     0.028904    0.0020221     0.085548      0.36773 GOBP_OLIGODENDROCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_ASTROCYTE...2         SET      21      0.11103    0.0037592      0.20286      0.29208 GOBP_REGULATION_OF_ASTROCYTE_DIFFERENTIATION
GOBP_POSITIVE_REGULATION_OF_...42        SET      11      0.25053    0.0061406      0.33011      0.22395 GOBP_POSITIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION
GOBP_NEGATIVE_REGULATION_OF_...33        SET       8    -0.002269  -4.7432e-05      0.27526      0.50329 GOBP_NEGATIVE_REGULATION_OF_ASTROCYTE_DIFFERENTIATION
GOBP_REGULATION_OF_OLIGODEND...          SET      37    -0.045487   -0.0020433      0.13564      0.63132 GOBP_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION
GOBP_POSITIVE_REGULATION_OF_...580       SET      22     -0.13611   -0.0047167      0.18481      0.76928 GOBP_POSITIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION
GOBP_NEGATIVE_REGULATION_OF_...477       SET      10    -0.025457  -0.00059494      0.23661      0.54284 GOBP_NEGATIVE_REGULATION_OF_OLIGODENDROCYTE_DIFFERENTIATION
GOBP_TISSUE_MORPHOGENESIS                SET     610     0.022553    0.0040486     0.035261      0.26121 GOBP_TISSUE_MORPHOGENESIS
GOBP_EPIDERMIS_MORPHOGENESIS             SET      30    -0.092547   -0.0037441      0.15539      0.72427 GOBP_EPIDERMIS_MORPHOGENESIS
GOBP_GLAND_DEVELOPMENT                   SET     400     0.017137    0.0025058     0.042121      0.34207 GOBP_GLAND_DEVELOPMENT
GOBP_SEBACEOUS_GLAND_DEVELOP...          SET       8      0.36208     0.007569      0.25472     0.077599 GOBP_SEBACEOUS_GLAND_DEVELOPMENT
GOBP_APPENDAGE_DEVELOPMENT               SET     165     0.049698    0.0046979     0.067725      0.23154 GOBP_APPENDAGE_DEVELOPMENT
GOBP_CARDIAC_MUSCLE_TISSUE_D...          SET     186     0.088941    0.0089213     0.064981     0.085554 GOBP_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT
GOBP_CARDIAC_MUSCLE_FIBER_DE...          SET       9       0.2073    0.0045961      0.32098       0.2592 GOBP_CARDIAC_MUSCLE_FIBER_DEVELOPMENT
GOBP_REGULATION_OF_SKELETAL_...7         SET      11      0.42902     0.010515      0.25668     0.047331 GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT
GOBP_POSITIVE_REGULATION_OF_...722       SET       8      0.60223     0.012589      0.28328     0.016763 GOBP_POSITIVE_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT
GOBP_SMOOTH_MUSCLE_TISSUE_DE...          SET      19     0.058018    0.0018685      0.18027      0.37379 GOBP_SMOOTH_MUSCLE_TISSUE_DEVELOPMENT
GOBP_MUSCLE_FIBER_DEVELOPMENT            SET      52      0.12395    0.0065981      0.11694      0.14458 GOBP_MUSCLE_FIBER_DEVELOPMENT
GOBP_PIGMENT_GRANULE_ORGANIZ...          SET      26      0.12145    0.0045747      0.17836      0.24796 GOBP_PIGMENT_GRANULE_ORGANIZATION
GOBP_BRANCHING_MORPHOGENESIS...1         SET     137     0.021668    0.0018679     0.071634      0.38114 GOBP_BRANCHING_MORPHOGENESIS_OF_AN_EPITHELIAL_TUBE
GOBP_BRANCHING_MORPHOGENESIS...2         SET      10      0.23283    0.0054413      0.27329      0.19713 GOBP_BRANCHING_MORPHOGENESIS_OF_A_NERVE
GOBP_PIGMENT_GRANULE_MATURAT...          SET      10     0.082849    0.0019362      0.30255      0.39211 GOBP_PIGMENT_GRANULE_MATURATION
GOBP_MESENCHYMAL_CELL_DIFFER...1         SET     218     0.017683    0.0019185     0.058938      0.38208 GOBP_MESENCHYMAL_CELL_DIFFERENTIATION
GOBP_TISSUE_REMODELING                   SET     155    0.0056782   0.00052038     0.066717      0.46609 GOBP_TISSUE_REMODELING
GOBP_MAINTENANCE_OF_PRESYNAP...          SET       6      0.22133    0.0040071      0.36249      0.27074 GOBP_MAINTENANCE_OF_PRESYNAPTIC_ACTIVE_ZONE_STRUCTURE
GOBP_CALCIUM_ION_REGULATED_E...2         SET      17     -0.40355    -0.012294      0.22423      0.96404 GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER
GOBP_PRONEPHROS_DEVELOPMENT              SET       8      0.52921     0.011063      0.34864     0.064527 GOBP_PRONEPHROS_DEVELOPMENT
GOBP_ANIMAL_ORGAN_MATURATION             SET      25     -0.10404   -0.0038428      0.16749      0.73275 GOBP_ANIMAL_ORGAN_MATURATION
GOBP_GENITALIA_DEVELOPMENT               SET      41      -0.2863    -0.013537      0.12996      0.98619 GOBP_GENITALIA_DEVELOPMENT
GOBP_DENDRITE_MORPHOGENESIS              SET     129    -0.049316    -0.004126     0.076912       0.7393 GOBP_DENDRITE_MORPHOGENESIS
GOBP_REGULATION_OF_DENDRITE_...3         SET      58     0.026361    0.0014818      0.11313      0.40787 GOBP_REGULATION_OF_DENDRITE_MORPHOGENESIS
GOBP_HAIR_FOLLICLE_MATURATION            SET      12       0.2959    0.0075749      0.23872      0.10758 GOBP_HAIR_FOLLICLE_MATURATION
GOBP_ERYTHROCYTE_DEVELOPMENT             SET      29      0.10075    0.0040075      0.14843      0.24865 GOBP_ERYTHROCYTE_DEVELOPMENT
GOBP_OTOLITH_DEVELOPMENT                 SET       8     -0.20125    -0.004207      0.34135      0.72225 GOBP_OTOLITH_DEVELOPMENT
GOBP_POSITIVE_REGULATION_OF_...53        SET       7      0.33557    0.0065621      0.35649      0.17328 GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE
GOBP_NEGATIVE_REGULATION_OF_...43        SET      25      0.14473     0.005346      0.17493      0.20402 GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION_INVOLVED_IN_AXON_GUIDANCE
GOBP_ARTERY_MORPHOGENESIS                SET      61      0.13976     0.008056      0.11045      0.10287 GOBP_ARTERY_MORPHOGENESIS
GOBP_VENOUS_BLOOD_VESSEL_MOR...          SET       8     -0.17593   -0.0036777      0.34515      0.69487 GOBP_VENOUS_BLOOD_VESSEL_MORPHOGENESIS
GOBP_FOREBRAIN_MORPHOGENESIS             SET      10      0.30064     0.007026      0.21936      0.08527 GOBP_FOREBRAIN_MORPHOGENESIS
GOBP_BRAIN_MORPHOGENESIS                 SET      35      0.07037    0.0030746      0.12594      0.28817 GOBP_BRAIN_MORPHOGENESIS
GOBP_NEURAL_NUCLEUS_DEVELOPM...          SET      55     0.063936    0.0034999      0.10837      0.27761 GOBP_NEURAL_NUCLEUS_DEVELOPMENT
GOBP_LEUKEMIA_INHIBITORY_FAC...          SET       7      0.12678    0.0024792      0.34173      0.35532 GOBP_LEUKEMIA_INHIBITORY_FACTOR_SIGNALING_PATHWAY
GOBP_STEM_CELL_DIFFERENTIATI...          SET     245      0.12594     0.014474      0.05475     0.010726 GOBP_STEM_CELL_DIFFERENTIATION
GOBP_STEM_CELL_FATE_COMMITME...          SET       6        -0.52   -0.0094144      0.37485       0.9173 GOBP_STEM_CELL_FATE_COMMITMENT
GOBP_MULTICELLULAR_ORGANISMA...1         SET     499     0.097098     0.015814     0.037595    0.0049064 GOBP_MULTICELLULAR_ORGANISMAL_HOMEOSTASIS
GOBP_HOMEOSTASIS_OF_NUMBER_O...1         SET     228    -0.057153   -0.0063397     0.053779      0.85604 GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS
GOBP_HOMEOSTASIS_OF_NUMBER_O...2         SET      24     -0.12867   -0.0046566      0.16557      0.78144 GOBP_HOMEOSTASIS_OF_NUMBER_OF_CELLS_WITHIN_A_TISSUE
GOBP_CHEMICAL_HOMEOSTASIS_WI...          SET      13      0.19257    0.0051309      0.25583      0.22581 GOBP_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE
GOBP_CHEMICAL_HOMEOSTASIS                SET    1114     0.024002    0.0057391     0.026473       0.1823 GOBP_CHEMICAL_HOMEOSTASIS
GOBP_SENSORY_SYSTEM_DEVELOPM...          SET     359    -0.034026   -0.0047189     0.045479      0.77281 GOBP_SENSORY_SYSTEM_DEVELOPMENT
GOBP_PERIPHERAL_NERVOUS_SYST...4         SET      12      0.13022    0.0033337      0.23087      0.28636 GOBP_PERIPHERAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION
GOBP_CHROMOSOME_LOCALIZATION             SET      80     -0.13621   -0.0089865     0.097237      0.91935 GOBP_CHROMOSOME_LOCALIZATION
GOBP_3_PHOSPHOADENOSINE_5_PH...2         SET      25      0.11569    0.0042734      0.16511      0.24175 GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_METABOLIC_PROCESS
GOBP_3_PHOSPHOADENOSINE_5_PH...1         SET       6    0.0072902   0.00013199      0.32584      0.49108 GOBP_3_PHOSPHOADENOSINE_5_PHOSPHOSULFATE_BIOSYNTHETIC_PROCESS
GOBP_CATECHOLAMINE_SECRETION             SET      51    -0.089506   -0.0047187      0.11633      0.77916 GOBP_CATECHOLAMINE_SECRETION
GOBP_POSITIVE_REGULATION_OF_...860       SET      25    -0.032738   -0.0012092      0.18376       0.5707 GOBP_POSITIVE_REGULATION_OF_VIRAL_TRANSCRIPTION
GOBP_AMYLOID_BETA_METABOLIC_...          SET      54     0.015845   0.00085945      0.11473      0.44508 GOBP_AMYLOID_BETA_METABOLIC_PROCESS
GOBP_ARACHIDONIC_ACID_SECRET...          SET      29     -0.28657    -0.011399      0.15401       0.9686 GOBP_ARACHIDONIC_ACID_SECRETION
GOBP_CHONDROITIN_SULFATE_PRO...1         SET      28     -0.22519    -0.008802      0.16533      0.91339 GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS
GOBP_CHONDROITIN_SULFATE_PRO...2         SET      40     -0.14976   -0.0069943      0.14049      0.85678 GOBP_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS
GOBP_DERMATAN_SULFATE_PROTEO...          SET      15    -0.029478  -0.00084363      0.20363      0.55755 GOBP_DERMATAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS
GOBP_HYDROGEN_PEROXIDE_BIOSY...          SET      14     0.063433    0.0017539      0.25013      0.39991 GOBP_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS
GOBP_HOMOCYSTEINE_METABOLIC_...          SET      12     -0.17305   -0.0044299      0.22212      0.78202 GOBP_HOMOCYSTEINE_METABOLIC_PROCESS
GOBP_EPITHELIAL_CELL_PROLIFE...1         SET     367    -0.088631    -0.012425     0.043406      0.97941 GOBP_EPITHELIAL_CELL_PROLIFERATION
GOBP_POSITIVE_REGULATION_OF_...259       SET     180    -0.072759   -0.0071806     0.059902      0.88774 GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION
GOBP_NEGATIVE_REGULATION_OF_...218       SET     115    -0.097028   -0.0076677     0.076505      0.89764 GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION
GOBP_REGULATION_OF_MRNA_PROC...          SET     130    -0.041227   -0.0034625     0.074991      0.70875 GOBP_REGULATION_OF_MRNA_PROCESSING
GOBP_POSITIVE_REGULATION_OF_...507       SET      30     -0.25241    -0.010212      0.16203      0.94035 GOBP_POSITIVE_REGULATION_OF_MRNA_PROCESSING
GOBP_NEGATIVE_REGULATION_OF_...423       SET      26     -0.23487   -0.0088468      0.18256      0.90085 GOBP_NEGATIVE_REGULATION_OF_MRNA_PROCESSING
GOBP_NEGATIVE_REGULATION_OF_...178       SET      22      0.21559    0.0074706      0.18037      0.11601 GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS
GOBP_REGULATION_OF_DEFENSE_R...3         SET      65      0.22902     0.013625       0.1031     0.013175 GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS
GOBP_REGULATION_OF_DEFENSE_R...5         SET      28    -0.013007  -0.00050842      0.14996      0.53456 GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_VIRUS
GOBP_REGULATION_OF_DEFENSE_R...4         SET      39      0.19028    0.0087748      0.12901     0.070138 GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST
GOBP_REGULATION_OF_INFLAMMAT...1         SET     314    -0.033315   -0.0043264     0.046776      0.76183 GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...304       SET     124     0.010086   0.00082745     0.070813      0.44337 GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...371       SET     120   -0.0060788  -0.00049064       0.0783      0.53094 GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE
GOBP_REGULATION_OF_PEPTIDYL_...8         SET     249   -0.0028272  -0.00032754      0.05337      0.52112 GOBP_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
GOBP_POSITIVE_REGULATION_OF_...604       SET     186    -0.019456   -0.0019515     0.060955       0.6252 GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
GOBP_NEGATIVE_REGULATION_OF_...502       SET      53     0.052469    0.0028197      0.11778      0.32799 GOBP_NEGATIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
GOBP_REGULATION_OF_LIPOPROTE...2         SET      15     -0.45347    -0.012978      0.19853      0.98881 GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS
GOBP_POSITIVE_REGULATION_OF_...438       SET       5     -0.32397   -0.0053545      0.31186      0.85055 GOBP_POSITIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS
GOBP_NEGATIVE_REGULATION_OF_...364       SET       5     -0.52237   -0.0086335       0.3112      0.95337 GOBP_NEGATIVE_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS
GOBP_REGULATION_OF_PHAGOCYTO...          SET      87    -0.028747   -0.0019774     0.086144       0.6307 GOBP_REGULATION_OF_PHAGOCYTOSIS
GOBP_NEGATIVE_REGULATION_OF_...504       SET      21      0.17525    0.0059334       0.1676      0.14788 GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_POSITIVE_REGULATION_OF_...606       SET      61    -0.056327   -0.0032467      0.10461      0.70486 GOBP_POSITIVE_REGULATION_OF_PHAGOCYTOSIS
GOBP_REGULATION_OF_NEUROGENE...          SET     326     0.048702    0.0064423     0.047934      0.15482 GOBP_REGULATION_OF_NEUROGENESIS
GOBP_POSITIVE_REGULATION_OF_...542       SET     203     0.028467    0.0029816     0.060634      0.31936 GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS
GOBP_REGULATION_OF_AXONOGENE...          SET     140     0.085174    0.0074214     0.072382      0.11966 GOBP_REGULATION_OF_AXONOGENESIS
GOBP_NEGATIVE_REGULATION_OF_...41        SET      60    0.0037369   0.00021363      0.11299      0.48681 GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS
GOBP_POSITIVE_REGULATION_OF_...51        SET      72      0.17041     0.010668     0.099577     0.043521 GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS
GOBP_REGULATION_OF_DENDRITE_...1         SET      89    -0.040724   -0.0028332     0.091315      0.67219 GOBP_REGULATION_OF_DENDRITE_DEVELOPMENT
GOBP_NEGATIVE_REGULATION_OF_...181       SET       8      0.24572    0.0051366      0.40883      0.27392 GOBP_NEGATIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS
GOBP_POSITIVE_REGULATION_OF_...206       SET      30    0.0050786   0.00020546      0.15756      0.48714 GOBP_POSITIVE_REGULATION_OF_DENDRITE_MORPHOGENESIS
GOBP_REGULATION_OF_IMMUNE_RE...          SET     829     0.062703      0.01304     0.030315     0.019313 GOBP_REGULATION_OF_IMMUNE_RESPONSE
GOBP_NEGATIVE_REGULATION_OF_...300       SET     139     0.053446    0.0046404     0.069705      0.22162 GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE
GOBP_POSITIVE_REGULATION_OF_...368       SET     603     0.030394    0.0054256     0.035064      0.19303 GOBP_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GOBP_RNA_DESTABILIZATION                 SET      35      0.14877       0.0065      0.13918      0.14257 GOBP_RNA_DESTABILIZATION
GOBP_REGULATION_OF_BEHAVIOR              SET      65     -0.37241    -0.022156      0.10727      0.99974 GOBP_REGULATION_OF_BEHAVIOR
GOBP_ACTIVATED_T_CELL_PROLIF...          SET      41    0.0056977    0.0002694      0.12339      0.48159 GOBP_ACTIVATED_T_CELL_PROLIFERATION
GOBP_ION_HOMEOSTASIS                     SET     740     0.028969    0.0057065     0.031673       0.1802 GOBP_ION_HOMEOSTASIS
GOBP_CIRCADIAN_SLEEP_WAKE_CY...4         SET      20     -0.20642   -0.0068204      0.18767       0.8643 GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_SLEEP
GOBP_REGULATION_OF_SYNAPSE_S...2         SET     197    0.0038874   0.00040117     0.061704      0.47488 GOBP_REGULATION_OF_SYNAPSE_STRUCTURE_OR_ACTIVITY
GOBP_NEGATIVE_REGULATION_OF_...634       SET      62      -0.4159    -0.024168      0.10984      0.99992 GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION
GOBP_POSITIVE_REGULATION_OF_...758       SET     140     0.016766    0.0014609     0.070908      0.40654 GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION
GOBP_SYNAPSE_ORGANIZATION                SET     380     0.017083    0.0024361     0.044547      0.35068 GOBP_SYNAPSE_ORGANIZATION
GOBP_REGULATION_OF_STEROID_B...          SET      83      0.10747    0.0072216     0.092365      0.12231 GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS
GOBP_REGULATION_OF_ACYL_COA_...          SET       7    -0.059679    -0.001167      0.29983      0.57888 GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS
GOBP_COAGULATION                         SET     336     0.010084    0.0013539     0.048254      0.41723 GOBP_COAGULATION
GOBP_REGULATION_OF_COAGULATI...          SET      70     0.040201    0.0024817      0.10341      0.34874 GOBP_REGULATION_OF_COAGULATION
GOBP_NEGATIVE_REGULATION_OF_...159       SET      51      0.14003    0.0073821       0.1212      0.12398 GOBP_NEGATIVE_REGULATION_OF_COAGULATION
GOBP_POSITIVE_REGULATION_OF_...179       SET      24      0.23411    0.0084727      0.16138     0.073449 GOBP_POSITIVE_REGULATION_OF_COAGULATION
GOBP_PROTEIN_STABILIZATION               SET     175    -0.036805    -0.003582     0.064674      0.71535 GOBP_PROTEIN_STABILIZATION
GOBP_DEFENSE_RESPONSE_TO_GRA...1         SET      77    -0.062807   -0.0040656     0.095144      0.74541 GOBP_DEFENSE_RESPONSE_TO_GRAM_NEGATIVE_BACTERIUM
GOBP_DEFENSE_RESPONSE_TO_GRA...2         SET      88    -0.030644     -0.00212     0.094848      0.62668 GOBP_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM
GOBP_DEFENSE_RESPONSE_TO_FUN...          SET      36    -0.027844   -0.0012338      0.14791      0.57466 GOBP_DEFENSE_RESPONSE_TO_FUNGUS
GOBP_PROGESTERONE_RECEPTOR_S...          SET       9      0.37041    0.0082126      0.27457     0.088676 GOBP_PROGESTERONE_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_CALCIUM_M...          SET      64      0.12921    0.0076282      0.10668      0.11291 GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING
GOBP_NEGATIVE_REGULATION_OF_...69        SET      19     0.058868    0.0018959      0.19114      0.37905 GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING
GOBP_POSITIVE_REGULATION_OF_...83        SET      30      0.16067    0.0065002      0.16165      0.16014 GOBP_POSITIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING
GOBP_ANTIGEN_RECEPTOR_MEDIAT...          SET     225     0.072492    0.0079888     0.055159     0.094393 GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
GOBP_T_CELL_RECEPTOR_SIGNALI...          SET     182     0.082137    0.0081507      0.06045     0.087121 GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_B_CELL_RECEPTOR_SIGNALI...          SET      57     0.081392    0.0045355       0.1174      0.24408 GOBP_B_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_ANTIGEN_R...          SET      62      0.13216    0.0076795      0.10257     0.098801 GOBP_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
GOBP_REGULATION_OF_B_CELL_RE...          SET      25      0.23078    0.0085242      0.16723      0.08381 GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_REGULATION_OF_T_CELL_RE...          SET      39     0.048594     0.002241      0.12489      0.34861 GOBP_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY
GOBP_POSITIVE_REGULATION_OF_...34        SET      21      0.29997     0.010156      0.18307     0.050662 GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_...29        SET      28     0.096123    0.0037572      0.14491      0.25356 GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY
GOBP_NEGATIVE_REGULATION_OF_...61        SET       7     0.025496   0.00049856        0.322      0.46845 GOBP_NEGATIVE_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY
